kernel,county_id,time,lon,lat,gp_sample,mean,count
gneiting,1,1,0,0,-0.41742513386397506,3.582574866136025,2.9561210553936923
gneiting,1,2,0,0,-0.3588814256592976,3.6411185743407026,3.8247618985627847
gneiting,1,3,0,0,-0.27650136932357844,3.7234986306764215,2.8878700182663746
gneiting,1,4,0,0,-0.1774813063507375,3.8225186936492626,5.4177994957870546
gneiting,1,5,0,0,-0.0716552329577116,3.9283447670422884,4.257852538857649
gneiting,1,6,0,0,0.030691669073015362,4.030691669073016,3.210223284955
gneiting,1,7,0,0,0.12082835789350344,4.120828357893504,4.608257410321989
gneiting,1,8,0,0,0.19341020987112229,4.193410209871122,4.931734915000339
gneiting,1,9,0,0,0.2478341896564876,4.247834189656488,4.82361554130998
gneiting,1,10,0,0,0.28849079214812445,4.288490792148124,3.9831024049917683
gneiting,1,11,0,0,0.3232909412924187,4.323290941292418,5.835072109743266
gneiting,1,12,0,0,0.3605141835625266,4.360514183562526,4.750357419973957
gneiting,1,13,0,0,0.40531632544767154,4.4053163254476715,3.7840757449058677
gneiting,1,14,0,0,0.4577388365429356,4.457738836542935,2.2430389493654355
gneiting,1,15,0,0,0.5129996605260634,4.512999660526063,5.637930578669171
gneiting,2,1,0.16666666666666666,0,-0.3214565597436663,3.6785434402563335,3.6336098312411025
gneiting,2,2,0.16666666666666666,0,-0.2703889960552818,3.729611003944718,3.713420740845772
gneiting,2,3,0.16666666666666666,0,-0.20274759518331587,3.797252404816684,4.741088615501983
gneiting,2,4,0.16666666666666666,0,-0.12677525747599724,3.8732247425240027,4.694445937622091
gneiting,2,5,0.16666666666666666,0,-0.051207157683409804,3.9487928423165903,4.542694163534099
gneiting,2,6,0.16666666666666666,0,0.0167075529945785,4.016707552994578,4.935684924602796
gneiting,2,7,0.16666666666666666,0,0.0719875019975846,4.071987501997585,4.854123802728652
gneiting,2,8,0.16666666666666666,0,0.11228384491845292,4.112283844918453,4.186848828283644
gneiting,2,9,0.16666666666666666,0,0.13844629599606342,4.138446295996063,2.1490946001326905
gneiting,2,10,0.16666666666666666,0,0.15504668411300243,4.155046684113002,4.7748724320077125
gneiting,2,11,0.16666666666666666,0,0.16988075240121925,4.16988075240122,4.113752012872219
gneiting,2,12,0.16666666666666666,0,0.19180520344996918,4.191805203449969,4.03600969674464
gneiting,2,13,0.16666666666666666,0,0.22759493358193045,4.227594933581931,2.7568425496826565
gneiting,2,14,0.16666666666666666,0,0.2794274152454951,4.279427415245495,3.801277360136875
gneiting,2,15,0.16666666666666666,0,0.3441435033794796,4.344143503379479,4.762085063579182
gneiting,3,1,0.3333333333333333,0,-0.21095672289903378,3.789043277100966,5.147722828630011
gneiting,3,2,0.3333333333333333,0,-0.1655215604501728,3.834478439549827,3.7316907122068317
gneiting,3,3,0.3333333333333333,0,-0.11079995918311113,3.8892000408168887,4.276871652376258
gneiting,3,4,0.3333333333333333,0,-0.05567089960903066,3.9443291003909695,3.8905240598080644
gneiting,3,5,0.3333333333333333,0,-0.008046453509665085,3.991953546490335,2.614893989661728
gneiting,3,6,0.3333333333333333,0,0.02710287137153364,4.027102871371533,3.6121083080718535
gneiting,3,7,0.3333333333333333,0,0.047884263675144007,4.047884263675144,3.6535943099647943
gneiting,3,8,0.3333333333333333,0,0.05481178965686327,4.054811789656863,3.9954983929456778
gneiting,3,9,0.3333333333333333,0,0.05050978736553899,4.050509787365539,5.150535159349422
gneiting,3,10,0.3333333333333333,0,0.04012621086081161,4.040126210860811,4.803301959318356
gneiting,3,11,0.3333333333333333,0,0.03157513465906159,4.031575134659062,3.867051538405475
gneiting,3,12,0.3333333333333333,0,0.03438817815373058,4.034388178153731,3.7810264980172232
gneiting,3,13,0.3333333333333333,0,0.05702676803165302,4.057026768031653,4.753990143436391
gneiting,3,14,0.3333333333333333,0,0.10387565781036141,4.103875657810361,4.660538856484019
gneiting,3,15,0.3333333333333333,0,0.1735300819444286,4.1735300819444285,3.484774387394909
gneiting,4,1,0.5,0,-0.0980040576092033,3.901995942390797,3.1945007854286773
gneiting,4,2,0.5,0,-0.05654023144664255,3.9434597685533577,4.308041730690188
gneiting,4,3,0.5,0,-0.012344486869798756,3.987655513130201,4.756188437645617
gneiting,4,4,0.5,0,0.025552917126212188,4.0255529171262125,3.9132067049759844
gneiting,4,5,0.5,0,0.04968001674108097,4.049680016741081,4.930787743195296
gneiting,4,6,0.5,0,0.05630465897122818,4.056304658971229,4.454410539338297
gneiting,4,7,0.5,0,0.04561842274329065,4.04561842274329,3.433592029492519
gneiting,4,8,0.5,0,0.02060688740991788,4.020606887409918,4.361726578834343
gneiting,4,9,0.5,0,-0.014069438440848478,3.9859305615591514,2.856567465478359
gneiting,4,10,0.5,0,-0.05217588669794567,3.947824113302054,5.380847815003092
gneiting,4,11,0.5,0,-0.08533292231044466,3.9146670776895554,5.895066976195415
gneiting,4,12,0.5,0,-0.10331339926993356,3.8966866007300665,3.5294651242635573
gneiting,4,13,0.5,0,-0.09624171042762875,3.9037582895723713,2.859623663255841
gneiting,4,14,0.5,0,-0.05790100674335842,3.9420989932566415,4.511818620699055
gneiting,4,15,0.5,0,0.011884637223437782,4.011884637223438,3.8768300333426136
gneiting,5,1,0.6666666666666666,0,0.005798767702873168,4.005798767702873,6.40741652820765
gneiting,5,2,0.6666666666666666,0,0.044848717802743805,4.0448487178027435,4.005608715069574
gneiting,5,3,0.6666666666666666,0,0.08129065043855124,4.081290650438551,4.7710300128893275
gneiting,5,4,0.6666666666666666,0,0.10642092588702308,4.106420925887023,4.134423084667689
gneiting,5,5,0.6666666666666666,0,0.11284118407925965,4.11284118407926,3.3695679751968544
gneiting,5,6,0.6666666666666666,0,0.09700995619750762,4.097009956197508,4.28580225571185
gneiting,5,7,0.6666666666666666,0,0.06008353658151618,4.060083536581516,2.255124907690478
gneiting,5,8,0.6666666666666666,0,0.0069351578353856564,4.006935157835386,5.472490019398272
gneiting,5,9,0.6666666666666666,0,-0.05562437259698719,3.9443756274030126,4.09762896561491
gneiting,5,10,0.6666666666666666,0,-0.1197850037692463,3.8802149962307535,6.052826666592906
gneiting,5,11,0.6666666666666666,0,-0.1763450972059428,3.823654902794057,4.29916443169372
gneiting,5,12,0.6666666666666666,0,-0.21449656383985274,3.7855034361601474,3.075557005238333
gneiting,5,13,0.6666666666666666,0,-0.2235337929325419,3.776466207067458,4.387192560556513
gneiting,5,14,0.6666666666666666,0,-0.1961267842139128,3.803873215786087,2.8697755841418355
gneiting,5,15,0.6666666666666666,0,-0.13089312474069206,3.869106875259308,2.615473475020206
gneiting,6,1,0.8333333333333333,0,0.09038771209022084,4.090387712090221,4.381833947607684
gneiting,6,2,0.8333333333333333,0,0.1286567792352197,4.12865677923522,3.685364906016787
gneiting,6,3,0.8333333333333333,0,0.16038049456697828,4.1603804945669784,4.161485846198603
gneiting,6,4,0.8333333333333333,0,0.17755700228088894,4.1775570022808886,4.251898326432553
gneiting,6,5,0.8333333333333333,0,0.17261665102758597,4.172616651027586,3.583095704839514
gneiting,6,6,0.8333333333333333,0,0.1413951976454796,4.14139519764548,3.5727264648269776
gneiting,6,7,0.8333333333333333,0,0.08502354484395938,4.08502354484396,3.9498449297201277
gneiting,6,8,0.8333333333333333,0,0.009581584630310797,4.009581584630311,5.187668581203516
gneiting,6,9,0.8333333333333333,0,-0.0760718242772564,3.9239281757227435,2.4003613752929818
gneiting,6,10,0.8333333333333333,0,-0.16224188867220257,3.8377581113277976,4.43170429895622
gneiting,6,11,0.8333333333333333,0,-0.23867226144573975,3.76132773855426,4.094278109767778
gneiting,6,12,0.8333333333333333,0,-0.29425293361132854,3.7057470663886716,4.768846903665034
gneiting,6,13,0.8333333333333333,0,-0.31824856723858425,3.681751432761416,3.377567509127115
gneiting,6,14,0.8333333333333333,0,-0.3030963932959799,3.69690360670402,4.066922416620308
gneiting,6,15,0.8333333333333333,0,-0.24663231031072141,3.7533676896892785,4.02046648046151
gneiting,7,1,1,0,0.14800576783507324,4.148005767835073,3.6054857368434226
gneiting,7,2,1,0,0.1873817169662575,4.187381716966257,5.395249522949429
gneiting,7,3,1,0,0.21763219143765583,4.217632191437656,5.378034807132607
gneiting,7,4,1,0,0.23165287388832498,4.231652873888325,4.931866523403323
gneiting,7,5,1,0,0.22162023634541447,4.221620236345414,5.808453690886259
gneiting,7,6,1,0,0.18232646995576876,4.182326469955769,4.740812895521073
gneiting,7,7,1,0,0.11419956989995926,4.114199569899959,2.837607361441923
gneiting,7,8,1,0,0.023860556863066006,4.023860556863066,3.4505951426261796
gneiting,7,9,1,0,-0.0781375660889578,3.921862433911042,2.6972498190126863
gneiting,7,10,1,0,-0.180219365976731,3.819780634023269,3.3463799975839574
gneiting,7,11,1,0,-0.27108629747410506,3.7289137025258947,3.1085470253017706
gneiting,7,12,1,0,-0.3397618335704506,3.6602381664295494,3.7023540395737844
gneiting,7,13,1,0,-0.3763410088464829,3.6236589911535173,2.7127373426010717
gneiting,7,14,1,0,-0.3738517409723107,3.6261482590276892,3.7841770314317644
gneiting,7,15,1,0,-0.3296730977317528,3.670326902268247,3.0157422583494293
gneiting,8,1,0,0.16666666666666666,-0.2547026879376157,3.7452973120623843,5.51258458143503
gneiting,8,2,0,0.16666666666666666,-0.1669373488658088,3.833062651134191,4.549770127151397
gneiting,8,3,0,0.16666666666666666,-0.062419695075609835,3.9375803049243903,4.847754534419617
gneiting,8,4,0,0.16666666666666666,0.05048180133354902,4.050481801333549,4.434667159159894
gneiting,8,5,0,0.16666666666666666,0.1620713088146292,4.162071308814629,5.844247389334047
gneiting,8,6,0,0.16666666666666666,0.2630712598356244,4.263071259835624,3.6273348058866475
gneiting,8,7,0,0.16666666666666666,0.3462182233679679,4.346218223367968,3.884573493007402
gneiting,8,8,0,0.16666666666666666,0.4079887120986686,4.4079887120986685,5.840270950640331
gneiting,8,9,0,0.16666666666666666,0.44988289061906384,4.4498828906190635,3.799186537308697
gneiting,8,10,0,0.16666666666666666,0.47825362563740625,4.478253625637406,4.270872882035441
gneiting,8,11,0,0.16666666666666666,0.5020999953430023,4.502099995343002,4.109292065901018
gneiting,8,12,0,0.16666666666666666,0.5294249075331037,4.5294249075331035,4.2094320389845965
gneiting,8,13,0,0.16666666666666666,0.56392917551453,4.56392917551453,4.284815872537971
gneiting,8,14,0,0.16666666666666666,0.603795199841479,4.603795199841479,5.097983531109306
gneiting,8,15,0,0.16666666666666666,0.6428957593303442,4.642895759330344,4.465565277060738
gneiting,9,1,0.16666666666666666,0.16666666666666666,-0.16669513349676857,3.8333048665032314,3.3273474043889744
gneiting,9,2,0.16666666666666666,0.16666666666666666,-0.08758373704001292,3.912416262959987,5.2554550881303985
gneiting,9,3,0.16666666666666666,0.16666666666666666,7.706084751075579e-4,4.000770608475108,3.786191199928239
gneiting,9,4,0.16666666666666666,0.16666666666666666,0.08956336630395548,4.089563366303955,3.910006836260568
gneiting,9,5,0.16666666666666666,0.16666666666666666,0.17068774311595053,4.17068774311595,4.070497001902388
