kernel,county_id,time,lon,lat,gp_sample,mean,count
gneiting,1,1,0,0,-0.7653056988476392,25.39860626728731,22
gneiting,1,2,0,0,-0.7328836486140178,26.23557597600064,33
gneiting,1,3,0,0,-0.6828393518308546,27.581924483814454,34
gneiting,1,4,0,0,-0.6086983885713438,29.704590953706727,31
gneiting,1,5,0,0,-0.4841555843021321,33.644325729249026,24
gneiting,1,6,0,0,-0.2744233213705398,41.49515521561794,44
gneiting,1,7,0,0,0.03927048685147063,56.78490235872282,62
gneiting,1,8,0,0,0.4463371046710063,85.31387518815896,90
gneiting,1,9,0,0,0.9113513756162958,135.8228381149534,132
gneiting,1,10,0,0,1.3841992691031602,217.93552651236283,206
gneiting,1,11,0,0,1.8131967858219253,334.68734108367124,323
gneiting,1,12,0,0,2.160691136880197,473.755391534766,467
gneiting,1,13,0,0,2.406400901828393,605.709744483975,604
gneiting,1,14,0,0,2.5353632172950853,689.0840261111348,688
gneiting,1,15,0,0,2.5317395193622554,686.5915125357861,711
gneiting,2,1,0.16666666666666666,0,-0.798331333276573,24.573500987681406,28
gneiting,2,2,0.16666666666666666,0,-0.8488162364884734,23.3637053195174,26
gneiting,2,3,0.16666666666666666,0,-0.8468731803380583,23.409146443866263,27
gneiting,2,4,0.16666666666666666,0,-0.7738557494707858,25.182372619544285,29
gneiting,2,5,0.16666666666666666,0,-0.6160698262472888,29.486430478841747,29
gneiting,2,6,0.16666666666666666,0,-0.3765320472863847,37.46727752526231,25
gneiting,2,7,0.16666666666666666,0,-0.07440363026536051,50.68329503090749,54
gneiting,2,8,0.16666666666666666,0,0.2624402880863995,70.98299122184005,80
gneiting,2,9,0.16666666666666666,0,0.6009044357473524,99.57433351485614,92
gneiting,2,10,0.16666666666666666,0,0.9074223685487613,135.29023620754845,129
gneiting,2,11,0.16666666666666666,0,1.1555360801805974,173.38873211176383,170
gneiting,2,12,0.16666666666666666,0,1.3308963045134807,206.6230883912676,205
gneiting,2,13,0.16666666666666666,0,1.4348424011267948,229.2567148285962,235
gneiting,2,14,0.16666666666666666,0,1.4865305378128981,241.4181609997911,240
gneiting,2,15,0.16666666666666666,0,1.5177991284586245,249.08622669284378,227
gneiting,3,1,0.3333333333333333,0,-0.38850402612631274,37.02139444854498,43
gneiting,3,2,0.3333333333333333,0,-0.4576608277747107,34.54763762126941,32
gneiting,3,3,0.3333333333333333,0,-0.5029249429429582,33.01873266933942,39
gneiting,3,4,0.3333333333333333,0,-0.48715208762690504,33.543661291325485,37
gneiting,3,5,0.3333333333333333,0,-0.39143946571245164,36.912879728869406,35
gneiting,3,6,0.3333333333333333,0,-0.22493148387418221,43.6004955504243,41
gneiting,3,7,0.3333333333333333,0,-0.015085750761040337,53.78067754612539,47
gneiting,3,8,0.3333333333333333,0,0.207166685038479,67.16596762112107,61
gneiting,3,9,0.3333333333333333,0,0.4172137989943624,82.86508463991666,68
gneiting,3,10,0.3333333333333333,0,0.5963075349646384,99.1176506502913,106
gneiting,3,11,0.3333333333333333,0,0.7260607867384251,112.85014484023318,111
gneiting,3,12,0.3333333333333333,0,0.7938578322082147,120.76636752501999,130
gneiting,3,13,0.3333333333333333,0,0.807759497715212,122.45694486505575,126
gneiting,3,14,0.3333333333333333,0,0.7976768036180257,121.2284526131268,114
gneiting,3,15,0.3333333333333333,0,0.7948887381408708,120.89093048508232,112
gneiting,4,1,0.5,0,0.13088474157122335,62.23295867060518,73
gneiting,4,2,0.5,0,0.2531316045483048,70.32529889400807,86
gneiting,4,3,0.5,0,0.3566005337913876,77.99155361129027,74
gneiting,4,4,0.5,0,0.42620178808398457,83.61323225133559,89
gneiting,4,5,0.5,0,0.4548114363148318,86.03992531002504,85
gneiting,4,6,0.5,0,0.4535816272530839,85.93417766823873,92
gneiting,4,7,0.5,0,0.4436381538629181,85.08392768386457,85
gneiting,4,8,0.5,0,0.44174447834773234,84.92295879280061,78
gneiting,4,9,0.5,0,0.4520575601241368,85.80330796523955,72
gneiting,4,10,0.5,0,0.46756514862272536,87.14428111327928,100
gneiting,4,11,0.5,0,0.47755497715542744,88.01920040992569,89
gneiting,4,12,0.5,0,0.4727981261017319,87.60150043961207,107
gneiting,4,13,0.5,0,0.4463398715888471,85.31411124496891,89
gneiting,4,14,0.5,0,0.39689767087819705,81.19857281784014,74
gneiting,4,15,0.5,0,0.33590434833871186,76.39401445998062,75
gneiting,5,1,0.6666666666666666,0,0.49293609888206963,89.3834997760923,95
gneiting,5,2,0.6666666666666666,0,0.6920761338940721,109.07940834259651,120
gneiting,5,3,0.6666666666666666,0,0.8014809215956323,121.6904982299281,123
gneiting,5,4,0.6666666666666666,0,0.8062394425888733,122.27094495912692,120
gneiting,5,5,0.6666666666666666,0,0.7165755378204762,111.78479367394928,112
gneiting,5,6,0.6666666666666666,0,0.5647369287207212,96.03732603081629,90
gneiting,5,7,0.6666666666666666,0,0.39486311963750675,81.0335381034915,92
gneiting,5,8,0.6666666666666666,0,0.24607311163842352,69.83065604060259,76
gneiting,5,9,0.6666666666666666,0,0.13701868613822804,62.61586535293322,60
gneiting,5,10,0.6666666666666666,0,0.06372255118183871,58.19052560432039,62
gneiting,5,11,0.6666666666666666,0,0.011794189280432464,55.24590330265122,57
gneiting,5,12,0.6666666666666666,0,-0.030907232239390504,52.93648336351467,60
gneiting,5,13,0.6666666666666666,0,-0.07133539046175531,50.839042346971425,48
gneiting,5,14,0.6666666666666666,0,-0.10989119095650121,48.91620876005969,53
gneiting,5,15,0.6666666666666666,0,-0.14047183632884608,47.44296077447959,56
gneiting,6,1,0.8333333333333333,0,-0.13903541724382174,47.51115771675494,41
gneiting,6,2,0.8333333333333333,0,-0.03375712359260169,52.78583490513942,61
gneiting,6,3,0.8333333333333333,0,0.009911797868858804,55.14200670645878,60
gneiting,6,4,0.8333333333333333,0,-0.012809382265562287,53.90324163374497,65
gneiting,6,5,0.8333333333333333,0,-0.08500375409037343,50.148883247243596,54
gneiting,6,6,0.8333333333333333,0,-0.1767272974903023,45.75370181831516,37
gneiting,6,7,0.8333333333333333,0,-0.262488645304617,41.993353455271496,43
gneiting,6,8,0.8333333333333333,0,-0.32921356659051665,39.28278701185199,45
gneiting,6,9,0.8333333333333333,0,-0.37223331839565793,37.628685870419034,42
gneiting,6,10,0.8333333333333333,0,-0.39756249136616195,36.68755176776915,31
gneiting,6,11,0.8333333333333333,0,-0.42490371239499086,35.69805793067905,30
gneiting,6,12,0.8333333333333333,0,-0.4701001550297722,34.120550098905525,27
gneiting,6,13,0.8333333333333333,0,-0.5239507181732111,32.3317358471903,42
gneiting,6,14,0.8333333333333333,0,-0.5639645149471425,31.063561771547263,35
