"time","id","y","x","treatment"
-40,1,7.56682428832772,0.479872519971456,0
-39,1,2.7144347627424,-1.1980400267156,0
-38,1,3.61700362122876,-1.27777276053041,0
-37,1,3.32402043734779,-2.31732622785711,0
-36,1,7.95820092220905,-0.131215018373089,0
-35,1,4.84910140580481,-0.725134699546889,0
-34,1,4.17755929704069,-1.59968223337752,0
-33,1,9.43198350189262,2.2578821626683,0
-32,1,6.42001859884792,-0.275899714677151,0
-31,1,11.0145850286016,2.53353803407716,0
-30,1,7.40188954584682,0.505122347795327,0
-29,1,12.419221008029,2.45188458523931,0
-28,1,6.5905769209541,0.10672847205383,0
-27,1,12.9749994157181,3.69578201904345,0
-26,1,13.4622071252815,1.67681395357771,0
-25,1,11.9136950831423,2.18637996829481,0
-24,1,14.3036377139456,3.17227437604166,0
-23,1,17.6304748409018,5.39333974697436,0
-22,1,11.3518009609484,1.49612887815846,0
-21,1,8.53466891600865,-0.698364310576805,0
-20,1,13.0503972216401,-1.37261908384716,0
-19,1,4.02001363273912,-3.5968479938273,0
-18,1,5.78198357276536,-2.34342991961767,0
-17,1,8.90187809252213,0.145172037102568,0
-16,1,12.9963595798461,1.46646983225447,0
-15,1,21.3072766031783,5.21550001259889,0
-14,1,17.8785518716151,4.39780239103479,0
-13,1,21.0678147706671,6.11252067309737,0
-12,1,22.8971164603108,8.00240405109502,0
-11,1,19.4029870825638,5.41932288546591,0
-10,1,15.8619689558506,5.53935774018507,0
-9,1,21.6749190339733,7.10118737051513,0
-8,1,21.4796348668296,8.62571492608189,0
-7,1,18.0669711622934,6.54965313940341,0
-6,1,22.0493214453864,8.32106184794561,0
-5,1,25.0447802774655,8.81195062300649,0
-4,1,18.628005526561,4.66614540835861,0
-3,1,23.4959345345794,7.85243761447937,0
-2,1,29.0418327585625,9.28225429718356,0
-1,1,22.2895470141673,7.35029079849202,0
0,1,30.0321320056157,9.80337221485925,1
1,1,24.2208880592017,6.40741227160381,1
2,1,24.886218091009,6.52336308366452,1
3,1,27.4164806886071,5.98859518663312,1
4,1,24.6911066993573,4.28311332313544,1
5,1,23.3927049566869,4.12353420055738,1
6,1,28.5084403015831,6.28926212308446,1
7,1,25.2822673763042,2.98863177678834,1
8,1,27.6796798671311,5.7450815828376,1
9,1,29.7070202764416,6.56886044338794,1
-40,2,4.03992017823838,0.739465523992296,0
-39,2,2.73634592328797,0.274662462047355,0
-38,2,3.18409744278559,0.00948290018058215,0
-37,2,3.10670123759577,-0.432113653718251,0
-36,2,5.16658253815922,1.0956471505544,0
-35,2,3.06790500608747,0.504602186616641,0
-34,2,2.67954599098693,-0.773625583889811,0
-33,2,3.88670429711183,0.352426144770665,0
-32,2,3.47696865068404,-0.95549730042596,0
-31,2,4.0910564117339,-0.502430120544881,0
-30,2,3.57054238438769,-1.37465884809563,0
-29,2,6.31031440109841,-0.462496077017556,0
-28,2,6.34587360584832,1.63578140775069,0
-27,2,7.23513863897275,2.95365561235047,0
-26,2,10.4179354231289,2.71678597986874,0
-25,2,10.9760976249609,4.03166336049063,0
-24,2,10.621665297761,3.4911172725229,0
-23,2,9.65284072864463,2.94629599361206,0
-22,2,9.14262033630104,2.41083900464591,0
-21,2,12.0498024397158,4.40526234605766,0
-20,2,13.9740236282131,3.72159852520216,0
-19,2,9.54502541261886,4.0523312281086,0
-18,2,9.95304135430499,4.11257632680898,0
-17,2,10.427131416059,5.48331646144318,0
-16,2,12.4678237694498,5.33517501196565,0
-15,2,16.0933979287566,5.72277113191335,0
-14,2,14.4232200663121,4.35376112828519,0
-13,2,14.9591366832371,4.5756478931268,0
-12,2,14.3573160091724,5.07136860441102,0
-11,2,15.0431980846929,3.17789221723665,0
-10,2,8.24680700901474,1.89533862228225,0
-9,2,11.4621950996411,2.12302443250373,0
-8,2,10.6295210086359,1.96654329288633,0
-7,2,9.52872733758924,1.80291177348156,0
-6,2,8.72047652247607,-0.00278016017647098,0
-5,2,9.88033971630447,-0.541662154025544,0
-4,2,9.00525099267576,-0.710437905240793,0
-3,2,12.7995209796975,1.53632558816703,0
-2,2,15.4016531707905,1.41571392344802,0
-1,2,11.0617325778848,0.202828471076768,0
0,2,15.3059797344992,1.47033319462709,0
1,2,9.43826168337199,-1.00158822490477,0
2,2,10.9640455159004,-0.330726093782695,0
3,2,11.7495654084395,0.369322883176759,0
4,2,10.8949938150256,0.415139836517012,0
5,2,7.71396581457589,0.296969631489484,0
6,2,9.59426744028287,2.03874145354821,0
7,2,12.5547212985357,3.89007265362518,0
8,2,9.0952184340461,2.90139863666314,0
9,2,7.20178772707404,1.95223611523853,0
-40,3,11.0897549074692,-0.144179075871631,0
-39,3,4.84755624637762,-2.68924324149723,0
-38,3,6.75263155391573,-3.07430756793219,0
-37,3,9.83578360510626,-0.75036101783543,0
-36,3,11.5370831909263,-0.131176308824839,0
-35,3,9.84690206279108,0.655511991208496,0
-34,3,8.49790413289245,0.128168586273185,0
-33,3,11.2181459226518,1.57992005140832,0
-32,3,7.25043063802413,-2.63399098719429,0
-31,3,9.35570766893359,-2.32638982580053,0
-30,3,10.8303853238331,-1.69321110289093,0
-29,3,14.0535651728283,-0.93596237350064,0
-28,3,10.5506705124271,-1.91699175851467,0
-27,3,17.1481096803974,0.642421188176356,0
-26,3,22.1797200491767,-0.636875554549936,0
-25,3,20.1974658147007,-0.526967570985474,0
-24,3,20.6696450819706,0.564710139245039,0
-23,3,21.6575247200999,1.79554276901408,0
-22,3,18.3575739995572,-0.333863183901259,0
-21,3,18.7362124852997,-0.284237569769588,0
-20,3,21.1798918213783,0.878839364868951,0
-19,3,12.6256738825697,-2.40579677734517,0
-18,3,12.8478524672463,-1.97883832331286,0
-17,3,15.4671232940103,-0.687101293518578,0
-16,3,19.4799668298132,-1.30374984919108,0
-15,3,30.6738304975816,5.0082339635586,0
-14,3,30.3986172309531,3.8440954318866,0
-13,3,32.1480914922567,3.65591518268442,0
-12,3,31.6271648650686,4.34524756555705,0
-11,3,27.7255684129485,1.94532813694801,0
-10,3,23.2458354677281,2.35439148251829,0
-9,3,29.0426770094296,4.97884410591823,0
-8,3,24.425651838554,4.73381268896851,0
-7,3,21.7877478254731,0.919000192523798,0
-6,3,24.3235948263,3.35236438877637,0
-5,3,30.0271936038683,4.06672094843085,0
-4,3,27.2389674591795,2.081354599788,0
-3,3,35.9922138599662,4.73206629727647,0
-2,3,39.7252858564404,4.33787395419279,0
-1,3,36.2384295577546,4.90745521100864,0
0,3,43.6488559387449,8.89939384685038,0
1,3,38.0757072049322,7.23366226041269,0
2,3,37.4128081544671,8.8364759519087,0
3,3,37.13199269717,8.87894188745635,0
4,3,33.5349915421932,9.21422781229417,0
5,3,28.1612702491376,7.03949260633391,0
6,3,24.8637501698693,5.96929207594949,0
7,3,22.9068848141288,4.10872359207206,0
8,3,23.2680109521014,5.36714097320445,0
9,3,23.6790754429527,4.35796622093142,0
-40,4,8.32816375052872,-0.341484058825823,0
-39,4,2.86393353097586,-2.05096043562099,0
-38,4,4.9937388333614,-2.93257661705363,0
-37,4,3.39829929843533,-4.81936960832181,0
-36,4,6.54126945202663,-2.54757801789772,0
-35,4,4.74370559469667,-2.72660173040861,0
-34,4,2.05976767870963,-3.59469774232599,0
-33,4,4.29359764109262,-2.54420901337536,0
-32,4,4.15757214977124,-2.3588314594484,0
-31,4,7.95735125723175,0.0167494878085661,0
-30,4,9.60186611770439,0.129534897467268,0
-29,4,12.3402199180147,0.437687961907717,0
-28,4,6.26923607375108,-2.78058798548288,0
