id,time,Y,D,X1,X2,eff,error,mu,alpha,xi,F1,L1,F2,L2
101.0,1.0,6.210997679808306,0.0,0.37767355533841573,-0.17324695972328508,0.0,0.2982275915407153,5.0,-0.060523639897960946,1.1313372134141755,0.2533185139947548,-0.04303273260034024,0.005764185899886933,-0.8804666660441749
101.0,2.0,4.027105939235412,0.0,1.7332008574011386,-0.49450092533148604,0.0,0.6365696740338487,5.0,-0.060523639897960946,-1.460640070924822,-0.028546755348703018,-0.04303273260034024,0.3852804011263305,-0.8804666660441749
101.0,3.0,8.877187360452224,0.0,1.858015893139937,0.4984431955628321,0.0,-0.4837806257087436,5.0,-0.060523639897960946,0.7399475108773345,-0.04287045729131609,-0.04303273260034024,-0.37066003179240936,-0.8804666660441749
101.0,4.0,11.51534596808878,0.0,1.3943369339827116,1.1272712759828591,0.0,0.516862044313609,5.0,-0.060523639897960946,1.9091035692174834,1.3686022840144576,-0.04303273260034024,0.644376548518833,-0.8804666660441749
101.0,5.0,5.971526201306805,0.0,2.3636962503166954,-0.1535214619907015,0.0,0.368964527385086,5.0,-0.060523639897960946,-1.4438931609717993,-0.22577098565926762,-0.04303273260034024,-0.22048656181875062,-0.8804666660441749
101.0,6.0,8.237905272019628,0.0,0.5370866758602469,0.8774397473211533,0.0,-0.2153805076416934,5.0,-0.060523639897960946,0.7017843353747109,1.5164706044295397,-0.04303273260034024,0.3317819639156969,-0.8804666660441749
101.0,7.0,0.1911081741957421,0.0,1.219142334439415,-1.6238409802207454,0.0,0.06529303352531526,5.0,-0.060523639897960946,-0.262197489402468,-1.5487528042302212,-0.04303273260034024,1.0968390131493477,-0.8804666660441749
101.0,8.0,4.828448032885117,0.0,0.7839737689050486,0.3731765467610413,0.0,-0.034067253738464,5.0,-0.060523639897960946,-1.5721441591454877,0.5846137496360692,-0.04303273260034024,0.43518149083380286,-0.8804666660441749
101.0,9.0,12.117269922750381,0.0,0.19208477369800359,2.0300941446005067,0.0,2.128451899016181,5.0,-0.060523639897960946,-1.5146676537817514,0.12385424384461378,-0.04303273260034024,-0.32593158553122675,-0.8804666660441749
101.0,10.0,1.4446481155103073,0.0,1.5233028007040552,-0.5514931353065082,0.0,-0.7413360962728284,5.0,-0.060523639897960946,-1.6015361735745934,0.21594156874397272,-0.04303273260034024,1.1488076184510938,-0.8804666660441749
101.0,11.0,2.891269925322563,0.0,2.0479693398153027,-0.5260630110808915,0.0,-1.095996267074664,5.0,-0.060523639897960946,-0.530906522170303,0.3796394827598821,-0.04303273260034024,0.9935038559621194,-0.8804666660441749
101.0,12.0,5.473062647384148,0.0,1.428279497238262,0.3301676225463226,0.0,0.03778839917107882,5.0,-0.060523639897960946,-1.4617555849958999,-0.5023234531093023,-0.04303273260034024,0.54839695950807,-0.8804666660441749
101.0,13.0,9.426938046893802,0.0,0.13817452745180958,1.1822487158571988,0.0,0.310480749443137,5.0,-0.060523639897960946,0.6879167729758275,-0.3332073836694201,-0.04303273260034024,0.2387317351114412,-0.8804666660441749
101.0,14.0,13.934715138514107,0.0,0.18605837712405815,1.8919551767994514,0.0,0.43652347891018295,5.0,-0.060523639897960946,2.1001089405256717,-1.0185753831070887,-0.04303273260034024,-0.6279060760393714,-0.8804666660441749
101.0,15.0,12.442679348133893,0.0,1.6430727927836088,2.919137674581425,0.0,-0.4583653327111057,5.0,-0.060523639897960946,-1.287030476035179,-1.0717912264755778,-0.04303273260034024,1.3606524485300076,-0.8804666660441749
101.0,16.0,11.745505521643814,0.0,1.305492265618097,1.7535590972751003,0.0,-1.063326133971191,5.0,-0.060523639897960946,0.7877388474751781,0.30352864140425806,-0.04303273260034024,-0.6002595871471269,-0.8804666660441749
101.0,17.0,9.692197270848986,0.0,1.2850040828503178,1.1268836300828602,0.0,1.26318517608949,5.0,-0.060523639897960946,0.7690422410009099,0.4482097786294262,-0.04303273260034024,2.1873329930165766,-0.8804666660441749
101.0,18.0,11.274133917613105,0.0,0.15098013735512272,2.5176062380853703,0.0,-0.34965038795355474,5.0,-0.060523639897960946,0.3322025789501177,0.053004226730504145,-0.04303273260034024,1.5326106261851893,-0.8804666660441749
101.0,19.0,7.6904324842567116,0.0,2.2857211740140126,0.7237619336798973,0.0,-0.865512862653374,5.0,-0.060523639897960946,-1.0083766082770078,0.9222674678797376,-0.04303273260034024,-0.23570035910047687,-0.8804666660441749
101.0,20.0,9.681631135611504,0.0,0.6240402726900323,1.2194460121415536,0.0,-0.23627956894109653,5.0,-0.060523639897960946,-0.11945260663065868,2.0500846856271444,-0.04303273260034024,-1.0264209003067808,-0.8804666660441749
101.0,21.0,10.127144776114559,1.0,1.417427094538326,1.0453457232841445,0.4651556695969923,-0.1971758943485522,5.0,-0.060523639897960946,-0.2803953351702467,-0.4910311660565353,-0.04303273260034024,-0.710406563699301,-0.8804666660441749
101.0,22.0,5.3084514384965935,1.0,-0.6245249549541272,-1.2274380342265436,3.129712009301824,1.1099202897136404,5.0,-0.060523639897960946,0.5629895332204798,-2.3091688756408124,-0.04303273260034024,0.2568837091565295,-0.8804666660441749
