index,country,year,gdp,pgdp,trade,inflation,industry,schooling,invest
1,USA,1960,2879,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1961,2929,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1962,3103,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1963,3227,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1964,3420,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1965,3667,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1966,3974,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1967,4154,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1968,4494,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1969,4805,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1970,4999,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1971,5362,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1972,5838,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1973,6464,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1974,6951,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1975,7519,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1976,8300,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1977,9146,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1978,10229,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1979,11306,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1980,12186,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1981,13533,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1982,13940,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1983,15008,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1984,16549,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1985,17600,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1986,18439,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1987,19407,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1988,20711,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1989,22047,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1990,23064,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1991,23507,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1992,24509,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1993,25409,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1994,26670,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
1,USA,1995,27574,15913.954545454546,16.70629835897436,4.3806803023255805,29.822088064516127,47.05555555555556,7.620173333333334
